path,label
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\223_192.168.137.189_33490_42.81.54.129_80_TCP\block_3.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\223_192.168.137.189_33490_42.81.54.129_80_TCP\block_4.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\227_192.168.137.189_38698_42.81.247.1_80_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\228_192.168.137.189_49608_103.37.142.164_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\229_192.168.137.189_33502_42.81.54.129_80_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\230_192.168.137.189_33524_42.81.54.129_80_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\234_192.168.137.189_49626_103.37.142.164_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\239_192.168.137.189_38722_42.81.247.1_80_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\242_192.168.137.189_33526_42.81.54.129_80_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\37_192.168.137.189_51298_103.202.146.29_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\38_192.168.137.189_44150_103.37.152.41_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\53_192.168.137.189_57750_101.236.9.119_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\61_192.168.137.189_46898_103.37.152.61_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\67_192.168.137.189_50730_101.236.12.9_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\6_103.37.154.74_443_192.168.137.189_51812_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\6_103.37.154.74_443_192.168.137.189_51812_TCP\block_10.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\6_103.37.154.74_443_192.168.137.189_51812_TCP\block_2.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\6_103.37.154.74_443_192.168.137.189_51812_TCP\block_3.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\6_103.37.154.74_443_192.168.137.189_51812_TCP\block_4.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\6_103.37.154.74_443_192.168.137.189_51812_TCP\block_5.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\6_103.37.154.74_443_192.168.137.189_51812_TCP\block_6.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\6_103.37.154.74_443_192.168.137.189_51812_TCP\block_7.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\6_103.37.154.74_443_192.168.137.189_51812_TCP\block_8.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\6_103.37.154.74_443_192.168.137.189_51812_TCP\block_9.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\70_192.168.137.189_47162_103.37.155.13_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\76_192.168.137.189_57740_101.236.9.119_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\77_192.168.137.189_46202_202.90.108.11_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\89_192.168.137.189_41740_103.37.152.48_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\94_192.168.137.189_39462_101.236.65.13_443_TCP\block_1.csv,-1
predicted_data/preprocessed_data/features\2023_03_08 23_04_51_187002\99_192.168.137.189_57754_101.236.9.119_443_TCP\block_1.csv,-1
